main_ID,Tipo,Año,Estado,Municipio,Localidad,Solicitudes Atendidas,Solicitudes Recibidas
1227,GASOLINA,2015,GUERRERO,ACAPULCO DE JUAREZ,LA ESTACION,0,1
1228,GASOLINA,2015,GUERRERO,ACAPULCO DE JUAREZ,SAN ANDRES PLAYA ENCANTADA (EL PODRIDO),1,1
1229,GASOLINA,2015,GUERRERO,ACAPULCO DE JUAREZ,SAN PEDRO LAS PLAYAS,7,7
1230,GASOLINA,2015,GUERRERO,ACAPULCO DE JUAREZ,TRES PALOS,1,1
1231,GASOLINA,2015,GUERRERO,COAHUAYUTLA DE JOSE MARIA IZAZAGA,LA CORBA,0,1
1232,GASOLINA,2015,GUERRERO,COAHUAYUTLA DE JOSE MARIA IZAZAGA,MATAMOROS,0,1
1233,GASOLINA,2015,GUERRERO,FLORENCIO VILLARREAL,BOCA DEL RIO,1,1
1234,GASOLINA,2015,GUERRERO,JOSE AZUETA,ZIHUATANEJO,0,1
1235,GASOLINA,2015,GUERRERO,MARQUELIA,LA BARRA DE TECOANAPA (BARRA DE TECOANAPA),2,2
1236,GASOLINA,2015,HIDALGO,ALFAJAYUCAN,ZOZEA,1,1
1237,GASOLINA,2015,HIDALGO,TASQUILLO,EL EPAZOTE,1,1
1238,GASOLINA,2015,HIDALGO,TASQUILLO,LA FLORIDA,1,1
1239,GASOLINA,2015,HIDALGO,TASQUILLO,NOXTHEY,1,1
1240,GASOLINA,2015,HIDALGO,TECOZAUTLA,EL PASO,1,1
1241,GASOLINA,2015,HIDALGO,TECOZAUTLA,EL RIITO,1,1
1242,GASOLINA,2015,HIDALGO,ZIMAPAN,EL SAUCILLO,1,1
1243,GASOLINA,2015,HIDALGO,ZIMAPAN,YETHAY,1,1
1244,GASOLINA,2015,JALISCO,AMATITAN,AMATITAN,1,1
1245,GASOLINA,2015,JALISCO,CABO CORRIENTES,CHIMO,1,1
1246,GASOLINA,2015,JALISCO,CABO CORRIENTES,LOS CORRALES,1,1
1247,GASOLINA,2015,JALISCO,CABO CORRIENTES,PIZOTA,1,1
1248,GASOLINA,2015,JALISCO,CABO CORRIENTES,TEHUAMIXTLE (TEHUALMIXTLE),1,1
1249,GASOLINA,2015,JALISCO,CABO CORRIENTES,YELAPA,2,2
1250,GASOLINA,2015,JALISCO,CHAPALA,CHAPALA,3,3
1251,GASOLINA,2015,JALISCO,CIHUATLAN,BARRA DE NAVIDAD,3,3
1252,GASOLINA,2015,JALISCO,CIHUATLAN,EL AGUACATE,1,1
1253,GASOLINA,2015,JALISCO,CIHUATLAN,SAN PATRICIO (MELAQUE),3,3
1254,GASOLINA,2015,JALISCO,JAMAY,JAMAY,8,8
1255,GASOLINA,2015,JALISCO,JAMAY,LA MALTARAÑA (LA PALMITA),1,1
1256,GASOLINA,2015,JALISCO,JILOTLAN DE LOS DOLORES,LA PRESA,1,1
1257,GASOLINA,2015,JALISCO,LA HUERTA,ARROYO SECO,1,1
1258,GASOLINA,2015,JALISCO,LA HUERTA,EJIDO LA FORTUNA,1,1
1259,GASOLINA,2015,JALISCO,LA HUERTA,EMILIANO ZAPATA,2,2
1260,GASOLINA,2015,JALISCO,LA HUERTA,LA HUERTA,1,1
1261,GASOLINA,2015,JALISCO,LA HUERTA,LA MANZANILLA,1,1
1262,GASOLINA,2015,JALISCO,LA HUERTA,PERULA,2,2
1263,GASOLINA,2015,JALISCO,LA HUERTA,SAN MATEO,3,3
1264,GASOLINA,2015,JALISCO,OCOTLAN,EL FUERTE,1,1
1265,GASOLINA,2015,JALISCO,OCOTLAN,OCOTLAN,7,7
1266,GASOLINA,2015,JALISCO,PONCITLAN,AGUA CALIENTE,1,1
1267,GASOLINA,2015,JALISCO,PONCITLAN,CHALPICOTE,1,1
1268,GASOLINA,2015,JALISCO,PONCITLAN,CUESTA DE MEZCALA,1,1
1269,GASOLINA,2015,JALISCO,PONCITLAN,MEZCALA,2,2
1270,GASOLINA,2015,JALISCO,PONCITLAN,PONCITLAN,1,1
1271,GASOLINA,2015,JALISCO,PONCITLAN,SAN JUAN TECOMATLAN,1,1
1272,GASOLINA,2015,JALISCO,PONCITLAN,SAN PEDRO ITZICAN,3,3
1273,GASOLINA,2015,JALISCO,PUERTO VALLARTA,BOCA DE LOS TOMATES,1,1
1274,GASOLINA,2015,JALISCO,PUERTO VALLARTA,BOCA DE TOMATLAN,1,1
1275,GASOLINA,2015,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,4,4
1276,GASOLINA,2015,JALISCO,SANTA MARIA DEL ORO,LA MESA DE SAN JUAN,1,1
1277,GASOLINA,2015,JALISCO,TEUCHITLAN,LA ESTANZUELA,1,1
1278,GASOLINA,2015,JALISCO,TEUCHITLAN,TEUCHITLAN,1,1
1279,GASOLINA,2015,JALISCO,TIZAPAN EL ALTO,MISMALOYA,4,4
1280,GASOLINA,2015,JALISCO,TIZAPAN EL ALTO,TIZAPAN EL ALTO,1,1
1281,GASOLINA,2015,JALISCO,TOMATLAN,JOSE MARIA MORELOS (AGUA PALOMA),1,1
1282,GASOLINA,2015,JALISCO,TOMATLAN,TOMATLAN,1,1
1283,GASOLINA,2015,JALISCO,TUXCUECA,EL TEPEGÜAJE,1,1
1284,GASOLINA,2015,JALISCO,TUXCUECA,PURAGUA DE RAMON CORONA,1,1
1285,GASOLINA,2015,JALISCO,UNION DE TULA,UNION DE TULA,1,1
1286,GASOLINA,2015,JALISCO,VALLE DE GUADALUPE,SALTO DE AGUA (SALTO DE LOS IBARRA),1,1
1287,GASOLINA,2015,MICHOACAN,ALVARO OBREGON,LA MINA,1,1
1288,GASOLINA,2015,MICHOACAN,AQUILA,AQUILA,1,1
1289,GASOLINA,2015,MICHOACAN,AQUILA,HUAHUA,1,1
1290,GASOLINA,2015,MICHOACAN,AQUILA,MARUATA VIEJO,2,2
1291,GASOLINA,2015,MICHOACAN,AQUILA,PICHILINGUILLO,1,1
1292,GASOLINA,2015,MICHOACAN,AQUILA,ZAPOTE DE TIZUPAN,1,1
1293,GASOLINA,2015,MICHOACAN,ARTEAGA,EL PLATANITO,0,1
1294,GASOLINA,2015,MICHOACAN,ARTEAGA,PINZANDARAN,1,2
1295,GASOLINA,2015,MICHOACAN,BRISEÑAS,IBARRA,1,1
1296,GASOLINA,2015,MICHOACAN,BRISEÑAS,PASO DE HIDALGO (PASO DE ALAMOS),1,1
1297,GASOLINA,2015,MICHOACAN,CHURUMUCO,CHURUMUCO DE MORELOS,2,2
1298,GASOLINA,2015,MICHOACAN,CHURUMUCO,SAN MARTIN DE LA LUZ,1,1
1299,GASOLINA,2015,MICHOACAN,COAHUAYANA,BOCA DE APIZA,8,8
1300,GASOLINA,2015,MICHOACAN,COAHUAYANA,SAN TELMO,1,1
1301,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,COJUMATLAN DE REGULES,1,1
1302,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,LA PUNTITA,1,1
1303,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,PALO ALTO,1,1
1304,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,PETATAN (ISLA DE PETATAN),2,2
1305,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,PUERTO DE LEON,1,1
1306,GASOLINA,2015,MICHOACAN,COJUMATLAN DE REGULES,RINCON DE MARIA,1,1
1307,GASOLINA,2015,MICHOACAN,CUITZEO,MARIANO ESCOBEDO (SAN LORENZO),0,2
1308,GASOLINA,2015,MICHOACAN,LA HUACANA,BELLAS FUENTES (NUEVO CENTRO),1,2
1309,GASOLINA,2015,MICHOACAN,LA HUACANA,CERRITO COLORADO,1,1
1310,GASOLINA,2015,MICHOACAN,LA HUACANA,HACIENDA VIEJA,1,1
1311,GASOLINA,2015,MICHOACAN,LA HUACANA,POTRERILLOS DE RENTERIA (CUPUANCILLO),1,1
1312,GASOLINA,2015,MICHOACAN,LAZARO CARDENAS,CHUCUTITAN,1,1
1313,GASOLINA,2015,MICHOACAN,LAZARO CARDENAS,CIUDAD LAZARO CARDENAS,4,5
1314,GASOLINA,2015,MICHOACAN,LAZARO CARDENAS,LLANITOS DEL BEJUCO (EL BEJUCO),1,1
1315,GASOLINA,2015,MICHOACAN,LAZARO CARDENAS,PLAYA AZUL,1,1
1316,GASOLINA,2015,MICHOACAN,MUGICA,GAMBARA,1,1
1317,GASOLINA,2015,MICHOACAN,PURUANDIRO,VILLACHUATO,1,1
1318,GASOLINA,2015,MICHOACAN,VENUSTIANO CARRANZA,LA PALMA (LA PALMA DE JESUS),3,3
1319,GASOLINA,2015,MICHOACAN,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,1,1
1320,GASOLINA,2015,NAYARIT,BAHIA DE BANDERAS,BUCERIAS,5,5
1321,GASOLINA,2015,NAYARIT,BAHIA DE BANDERAS,CASA BLANCA,1,1
1322,GASOLINA,2015,NAYARIT,BAHIA DE BANDERAS,CRUZ DE HUANACAXTLE,8,8
1323,GASOLINA,2015,NAYARIT,COMPOSTELA,CHACALA,4,4
1324,GASOLINA,2015,NAYARIT,COMPOSTELA,COMPOSTELA,1,1
1325,GASOLINA,2015,NAYARIT,COMPOSTELA,LA PEÑITA DE JALTEMBA,6,6
1326,GASOLINA,2015,NAYARIT,COMPOSTELA,LOS AYALA,1,1
1327,GASOLINA,2015,NAYARIT,COMPOSTELA,RINCON DE GUAYABITOS,2,2
1328,GASOLINA,2015,NAYARIT,ROSAMORADA,FRANCISCO VILLA (EL RETIRO),1,1
1329,GASOLINA,2015,NAYARIT,ROSAMORADA,LLANO DEL TIGRE,1,1
1330,GASOLINA,2015,NAYARIT,ROSAMORADA,PERICOS,1,1
1331,GASOLINA,2015,NAYARIT,ROSAMORADA,PESCADERO,1,1
1332,GASOLINA,2015,NAYARIT,ROSAMORADA,PIMIENTILLO,2,2
1333,GASOLINA,2015,NAYARIT,ROSAMORADA,SAN MIGUEL,1,1
1334,GASOLINA,2015,NAYARIT,ROSAMORADA,SAN MIGUELITO,1,1
1335,GASOLINA,2015,NAYARIT,SAN BLAS,BOCA DEL ASADERO,6,6
1336,GASOLINA,2015,NAYARIT,SAN BLAS,LAURELES Y GONGORA (EL LIMON),3,3
1337,GASOLINA,2015,NAYARIT,SAN BLAS,SAN BLAS,19,19
1338,GASOLINA,2015,NAYARIT,SANTIAGO IXCUINTLA,BOCA DE CAMICHIN,2,2
1339,GASOLINA,2015,NAYARIT,SANTIAGO IXCUINTLA,MEXCALTITAN DE URIBE (ISLA DE MEXCALTITAN),2,2
1340,GASOLINA,2015,NAYARIT,SANTIAGO IXCUINTLA,PALMAR DE CUAUTLA (CUAUTLA),2,2
1341,GASOLINA,2015,NAYARIT,SANTIAGO IXCUINTLA,PUERTA DE PALAPARES,2,2
1342,GASOLINA,2015,NAYARIT,TECUALA,ANTONIO R. LAURELES,1,1
1343,GASOLINA,2015,NAYARIT,TECUALA,COMUNIDAD INDIGENA PUENTE EL COACOYUL (EL SUSPIRO),4,4
1344,GASOLINA,2015,NAYARIT,TECUALA,LOS MORILLOS,1,1
1345,GASOLINA,2015,NAYARIT,TECUALA,NOVILLERO,2,2
1346,GASOLINA,2015,NAYARIT,TECUALA,PLAYA NOVILLERO,1,1
1347,GASOLINA,2015,NAYARIT,TECUALA,POZO DE HIGUERAS II,3,3
1348,GASOLINA,2015,NAYARIT,TECUALA,SAN CAYETANO,1,1
1349,GASOLINA,2015,NAYARIT,TECUALA,TECUALA,3,3
1350,GASOLINA,2015,NAYARIT,TUXPAN,UNION DE CORRIENTES,1,1
1351,GASOLINA,2015,OAXACA,JUCHITAN DE ZARAGOZA,ALVARO OBREGON,1,1
1352,GASOLINA,2015,OAXACA,JUCHITAN DE ZARAGOZA,PLAYA SAN VICENTE,1,1
1353,GASOLINA,2015,OAXACA,JUCHITAN DE ZARAGOZA,SANTA MARIA DEL MAR,1,1
1354,GASOLINA,2015,OAXACA,SALINA CRUZ,SALINA CRUZ,7,7
1355,GASOLINA,2015,OAXACA,SALINA CRUZ,SALINAS DEL MARQUES,3,3
1356,GASOLINA,2015,OAXACA,SAN DIONISIO DEL MAR,HUAMUCHIL,1,1
1357,GASOLINA,2015,OAXACA,SAN DIONISIO DEL MAR,SAN DIONISIO DEL MAR,3,3
1358,GASOLINA,2015,OAXACA,SAN FRANCISCO DEL MAR,SAN FRANCISCO DEL MAR,1,1
1359,GASOLINA,2015,OAXACA,SAN MATEO DEL MAR,SAN MATEO DEL MAR,1,1
1360,GASOLINA,2015,OAXACA,SAN PEDRO HUAMELULA,EL COYUL,1,1
1361,GASOLINA,2015,OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,PUERTO ESCONDIDO,5,7
1362,GASOLINA,2015,OAXACA,SAN PEDRO MIXTEPEC -DTO. 22 -,SAN PEDRO MIXTEPEC -DISTR. 22-,1,1
1363,GASOLINA,2015,OAXACA,SAN PEDRO POCHUTLA,PUERTO ANGEL,6,9
1364,GASOLINA,2015,OAXACA,SANTA MARIA COLOTEPEC,SANTA MARIA COLOTEPEC,4,4
1365,GASOLINA,2015,OAXACA,SANTA MARIA HUATULCO,BAHIA DE SANTA CRUZ (SANTA CRUZ),0,1
1366,GASOLINA,2015,OAXACA,SANTA MARIA TONAMECA,MAZUNTE,0,1
1367,GASOLINA,2015,OAXACA,SANTIAGO PINOTEPA NACIONAL,CORRALERO,2,4
1368,GASOLINA,2015,OAXACA,SANTIAGO PINOTEPA NACIONAL,SANTIAGO PINOTEPA NACIONAL,1,1
1369,GASOLINA,2015,OAXACA,SANTO DOMINGO TEHUANTEPEC,SANTA GERTRUDIS MIRAMAR (EL CARRIZAL),1,1
1370,GASOLINA,2015,OAXACA,SANTO DOMINGO TEHUANTEPEC,SANTO DOMINGO TEHUANTEPEC,1,1
1371,GASOLINA,2015,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,EL ZAPOTALITO,1,1
1372,GASOLINA,2015,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,SAN JOSE MANIALTEPEC,1,1
1373,GASOLINA,2015,QUERETARO,CADEREYTA DE MONTES,BELLAVISTA DEL RIO,0,1
1374,GASOLINA,2015,QUERETARO,CADEREYTA DE MONTES,TZIBANTZA,1,1
1375,GASOLINA,2015,QUERETARO,CADEREYTA DE MONTES,TZIQUIA,1,1
1376,GASOLINA,2015,QUERETARO,CADEREYTA DE MONTES,XIDHI,1,1
1377,GASOLINA,2015,QUERETARO,CADEREYTA DE MONTES,XODHE,1,1
1378,GASOLINA,2015,QUERETARO,SAN JUAN DEL RIO,LA ESTANCIA,1,1
1379,GASOLINA,2015,QUINTANA ROO,LAZARO CARDENAS,CHIQUILA,2,3
1380,GASOLINA,2015,QUINTANA ROO,LAZARO CARDENAS,HOLBOX,0,2
1381,GASOLINA,2015,SINALOA,AHOME,AHOME,1,1
1382,GASOLINA,2015,SINALOA,AHOME,BACHOCO NUMERO 2 (MACOCHIN),1,1
1383,GASOLINA,2015,SINALOA,AHOME,BACOREHUIS,5,5
1384,GASOLINA,2015,SINALOA,AHOME,EL AGUAJITO,20,20
1385,GASOLINA,2015,SINALOA,AHOME,EL ALHUATE,2,2
1386,GASOLINA,2015,SINALOA,AHOME,EL COLORADO,29,29
1387,GASOLINA,2015,SINALOA,AHOME,EL HECHO,1,1
1388,GASOLINA,2015,SINALOA,AHOME,HIGUERA DE ZARAGOZA,2,2
1389,GASOLINA,2015,SINALOA,AHOME,JITZAMURI,14,15
1390,GASOLINA,2015,SINALOA,AHOME,LAS GRULLAS MARGEN DERECHA,2,2
1391,GASOLINA,2015,SINALOA,AHOME,LAS GRULLAS MARGEN IZQUIERDA,2,2
1392,GASOLINA,2015,SINALOA,AHOME,LAS LAJITAS,3,3
1393,GASOLINA,2015,SINALOA,AHOME,LAZARO CARDENAS (MUELLECITO),5,5
1394,GASOLINA,2015,SINALOA,AHOME,LOS MOCHIS,5,5
1395,GASOLINA,2015,SINALOA,AHOME,PAREDONES,2,2
1396,GASOLINA,2015,SINALOA,AHOME,POBLADO NUMERO CINCO,2,2
1397,GASOLINA,2015,SINALOA,AHOME,TOPOLOBAMPO,8,8
1398,GASOLINA,2015,SINALOA,ANGOSTURA,COSTA AZUL,3,3
1399,GASOLINA,2015,SINALOA,ANGOSTURA,LA REFORMA,40,43
1400,GASOLINA,2015,SINALOA,ANGOSTURA,PLAYA COLORADA,5,5
1401,GASOLINA,2015,SINALOA,BADIRAGUATO,EL VAREJONAL,1,1
1402,GASOLINA,2015,SINALOA,COSALA,COSALA,1,1
1403,GASOLINA,2015,SINALOA,COSALA,MEZCALTITAN,1,1
1404,GASOLINA,2015,SINALOA,CULIACAN,COSPITA,2,2
1405,GASOLINA,2015,SINALOA,CULIACAN,COSTA RICA,1,1
1406,GASOLINA,2015,SINALOA,CULIACAN,CULIACAN ROSALES,1,1
1407,GASOLINA,2015,SINALOA,CULIACAN,EL CONCHAL,3,3
1408,GASOLINA,2015,SINALOA,CULIACAN,EL ROBALAR,2,2
1409,GASOLINA,2015,SINALOA,CULIACAN,IMALA,1,1
1410,GASOLINA,2015,SINALOA,CULIACAN,JESUS MARIA,2,2
1411,GASOLINA,2015,SINALOA,CULIACAN,LAS ARENITAS,3,3
1412,GASOLINA,2015,SINALOA,CULIACAN,PUEBLO NUEVO,1,1
1413,GASOLINA,2015,SINALOA,EL FUERTE,ADOLFO LOPEZ MATEOS (JAHUARA SEGUNDO),1,1
1414,GASOLINA,2015,SINALOA,ELOTA,CELESTINO GAZCA VILLASEÑOR,1,1
1415,GASOLINA,2015,SINALOA,ELOTA,EL CHIRIMOLE,1,1
1416,GASOLINA,2015,SINALOA,ELOTA,EL SABINAL,1,1
1417,GASOLINA,2015,SINALOA,ELOTA,EL SUSPIRO,1,1
1418,GASOLINA,2015,SINALOA,ELOTA,LA CRUZ,2,2
1419,GASOLINA,2015,SINALOA,ELOTA,PAREDON COLORADO,1,1
1420,GASOLINA,2015,SINALOA,ELOTA,PUEBLO NUEVO,1,1
1421,GASOLINA,2015,SINALOA,ESCUINAPA,ESCUINAPA,9,9
1422,GASOLINA,2015,SINALOA,ESCUINAPA,LA CONCHA (LA CONCEPCION),1,1
1423,GASOLINA,2015,SINALOA,ESCUINAPA,OJO DE AGUA DE PALMILLAS,1,1
1424,GASOLINA,2015,SINALOA,ESCUINAPA,PALMITO DEL VERDE,2,2
1425,GASOLINA,2015,SINALOA,ESCUINAPA,TEACAPAN,4,4
1426,GASOLINA,2015,SINALOA,GUASAVE,BOCA DEL RIO,6,6
1427,GASOLINA,2015,SINALOA,GUASAVE,EL CARACOL,2,2
1428,GASOLINA,2015,SINALOA,GUASAVE,EL CERRO CABEZON,10,10
1429,GASOLINA,2015,SINALOA,GUASAVE,EL COLORADITO,1,1
1430,GASOLINA,2015,SINALOA,GUASAVE,EL HUITUSSI,8,8
1431,GASOLINA,2015,SINALOA,GUASAVE,EL TORTUGO,2,2
1432,GASOLINA,2015,SINALOA,GUASAVE,GUASAVE,4,4
1433,GASOLINA,2015,SINALOA,GUASAVE,SAN JOSE DE LA BRECHA,1,1
1434,GASOLINA,2015,SINALOA,MAZATLAN,BARRON,1,1
1435,GASOLINA,2015,SINALOA,MAZATLAN,LOMA ALTA DE LOS SANCHEZ,1,1
1436,GASOLINA,2015,SINALOA,MAZATLAN,MAZATLAN,133,138
1437,GASOLINA,2015,SINALOA,NAVOLATO,AGUAMITAS,1,1
1438,GASOLINA,2015,SINALOA,NAVOLATO,ALTATA,7,7
1439,GASOLINA,2015,SINALOA,NAVOLATO,DAUTILLOS,9,9
1440,GASOLINA,2015,SINALOA,NAVOLATO,EL CASTILLO,5,5
1441,GASOLINA,2015,SINALOA,NAVOLATO,EL TETUAN NUEVO,2,2
1442,GASOLINA,2015,SINALOA,NAVOLATO,LAS AGUAMITAS,2,2
1443,GASOLINA,2015,SINALOA,NAVOLATO,LAS PUENTES (GUADALUPE VICTORIA),2,2
1444,GASOLINA,2015,SINALOA,NAVOLATO,NAVOLATO,2,2
1445,GASOLINA,2015,SINALOA,NAVOLATO,SATAYA,1,1
1446,GASOLINA,2015,SINALOA,NAVOLATO,YAMETO,5,5
1447,GASOLINA,2015,SINALOA,ROSARIO,AGUA VERDE,8,8
1448,GASOLINA,2015,SINALOA,ROSARIO,CHAMETLA,5,5
1449,GASOLINA,2015,SINALOA,ROSARIO,CRUZ PEDREGOZA,1,1
1450,GASOLINA,2015,SINALOA,ROSARIO,EJIDO CAJON OJO DE AGUA NUMERO DOS,1,1
1451,GASOLINA,2015,SINALOA,ROSARIO,EJIDO GREGORIO VAZQUEZ MORENO (SAN JOACHIN),2,2
1452,GASOLINA,2015,SINALOA,ROSARIO,EL MATADERO (MATADEROS),1,1
1453,GASOLINA,2015,SINALOA,ROSARIO,EL POZOLE,1,1
1454,GASOLINA,2015,SINALOA,ROSARIO,EL ROSARIO,2,2
1455,GASOLINA,2015,SINALOA,ROSARIO,LA GUASIMA,2,2
1456,GASOLINA,2015,SINALOA,ROSARIO,LOS POZOS,2,2
1457,GASOLINA,2015,SINALOA,ROSARIO,POTRERILLOS,1,1
1458,GASOLINA,2015,SINALOA,SALVADOR ALVARADO,GUAMUCHIL,3,3
1459,GASOLINA,2015,SINALOA,SAN IGNACIO,BARRAS DE PIAXTLA,3,3
1460,GASOLINA,2015,SINALOA,SINALOA,BACUBIRITO,2,2
1461,GASOLINA,2015,SINALOA,SINALOA,BACURATO,2,2
1462,GASOLINA,2015,SINALOA,SINALOA,SANTIAGO DE OCORONI,1,1
1463,GASOLINA,2015,SONORA,BACUM,FRANCISCO JAVIER MINA (CAMPO 60),1,1
1464,GASOLINA,2015,SONORA,BENITO JUAREZ,ABEL PLACENCIA,1,1
1465,GASOLINA,2015,SONORA,BENITO JUAREZ,PAREDON COLORADO (PAREDON VIEJO),2,2
1466,GASOLINA,2015,SONORA,BENITO JUAREZ,PAREDONCITO,4,4
1467,GASOLINA,2015,SONORA,BENITO JUAREZ,VILLA JUAREZ,1,1
1468,GASOLINA,2015,SONORA,CAJEME,CIUDAD OBREGON,2,2
1469,GASOLINA,2015,SONORA,EMPALME,CRUZ DE PIEDRA,1,1
1470,GASOLINA,2015,SONORA,EMPALME,EMPALME,8,8
1471,GASOLINA,2015,SONORA,ETCHOJOA,BACOBAMPO,1,1
1472,GASOLINA,2015,SONORA,GUAYMAS,HEROICA GUAYMAS,11,11
1473,GASOLINA,2015,SONORA,GUAYMAS,LOCALIDAD SIN NOMBRE,2,2
1474,GASOLINA,2015,SONORA,HERMOSILLO,BAHIA DE KINO,5,5
1475,GASOLINA,2015,SONORA,HERMOSILLO,SAHUIMERO,1,1
1476,GASOLINA,2015,SONORA,HUATABAMPO,AGIABAMPO UNO,4,4
1477,GASOLINA,2015,SONORA,HUATABAMPO,BACHANTAHUI,2,2
1478,GASOLINA,2015,SONORA,HUATABAMPO,BACHOCO,2,2
1479,GASOLINA,2015,SONORA,HUATABAMPO,GUADALUPE VICTORIA,1,1
1480,GASOLINA,2015,SONORA,HUATABAMPO,HUATABAMPO,14,14
1481,GASOLINA,2015,SONORA,HUATABAMPO,LAS BOCAS,4,4
1482,GASOLINA,2015,SONORA,HUATABAMPO,LAS MILPAS,1,1
1483,GASOLINA,2015,SONORA,HUATABAMPO,LOMA DE ETCHOROPO,1,1
1484,GASOLINA,2015,SONORA,HUATABAMPO,LOS BUITBORES,1,1
1485,GASOLINA,2015,SONORA,HUATABAMPO,MELCHOR OCAMPO,2,2
1486,GASOLINA,2015,SONORA,HUATABAMPO,MORONCARIT,8,8
1487,GASOLINA,2015,SONORA,HUATABAMPO,YAVAROS (ISLA LAS VIEJAS),11,11
1488,GASOLINA,2015,SONORA,NAVOJOA,SAN JOSE MASIACA,1,1
1489,GASOLINA,2015,SONORA,PITIQUITO,PUERTO LIBERTAD,1,1
1490,GASOLINA,2015,TABASCO,BALANCAN,BALANCAN,1,1
1491,GASOLINA,2015,TABASCO,BALANCAN,SAN PEDRO,1,1
1492,GASOLINA,2015,TABASCO,CARDENAS,AZUCENA 2DA. SECCION,1,1
1493,GASOLINA,2015,TABASCO,CARDENAS,CARDENAS,5,5
1494,GASOLINA,2015,TABASCO,CARDENAS,CHICOZAPOTE 1RA. SECCION,1,1
1495,GASOLINA,2015,TABASCO,CARDENAS,CUAUHTEMOCZIN,6,6
1496,GASOLINA,2015,TABASCO,CARDENAS,EL ALACRAN,3,3
1497,GASOLINA,2015,TABASCO,CARDENAS,EL ALACRAN (SECCION MANATINERO),2,2
1498,GASOLINA,2015,TABASCO,CARDENAS,EL BARI 1RA. SECCION,1,1
1499,GASOLINA,2015,TABASCO,CARDENAS,FRANCISCO TRUJILLO GURRIA (SAN PEDRO),1,1
1500,GASOLINA,2015,TABASCO,CARDENAS,PAILEBOT,2,2
1501,GASOLINA,2015,TABASCO,CARDENAS,SINALOA 1RA. SECCION,2,2
1502,GASOLINA,2015,TABASCO,CARDENAS,SINALOA 2DA. SECCION,2,2
1503,GASOLINA,2015,TABASCO,CARDENAS,VILLA SANCHEZ MAGALLANES (BARRA DE SANTA ANA),42,42
1504,GASOLINA,2015,TABASCO,CENTLA,ARROYO POLO 2DA. SECCION,3,3
1505,GASOLINA,2015,TABASCO,CENTLA,ARROYO POLO 3RA. SECCION (POLO),4,4
1506,GASOLINA,2015,TABASCO,CENTLA,BARRA DE SAN PEDRO (SAN PEDRO Y SAN PABLO),7,7
1507,GASOLINA,2015,TABASCO,CENTLA,BENITO JUAREZ,1,1
1508,GASOLINA,2015,TABASCO,CENTLA,BOCA DE CHILAPA 1RA. SECCION,1,1
1509,GASOLINA,2015,TABASCO,CENTLA,BOCA DE PANTOJA,3,3
1510,GASOLINA,2015,TABASCO,CENTLA,CARLOS ROVIROSA 2A. SECC. (BARRA DE PESCADOR),4,4
1511,GASOLINA,2015,TABASCO,CENTLA,CARLOS ROVIROSA 2DA. SECCION (LA COSTEÑITA),2,2
1512,GASOLINA,2015,TABASCO,CENTLA,CHICHICASTLE 1RA. SECCION,6,6
1513,GASOLINA,2015,TABASCO,CENTLA,CHICHICASTLE 2DA. SECCION,2,2
1514,GASOLINA,2015,TABASCO,CENTLA,CHILAPA MARGEN DERECHA 2DA. SECCION,1,1
1515,GASOLINA,2015,TABASCO,CENTLA,CHILAPA MARGEN IZQUIERDA 1RA. SECCION,1,1
1516,GASOLINA,2015,TABASCO,CENTLA,CUAUHTEMOC,2,2
1517,GASOLINA,2015,TABASCO,CENTLA,EL BELLOTE,1,1
1518,GASOLINA,2015,TABASCO,CENTLA,FELIPE CARRILLO PUERTO (CENTRO),1,1
1519,GASOLINA,2015,TABASCO,CENTLA,FRANCISCO I. MADERO,2,2
1520,GASOLINA,2015,TABASCO,CENTLA,FRONTERA,21,21
1521,GASOLINA,2015,TABASCO,CENTLA,FRONTERA (FRONTERITA),3,3
1522,GASOLINA,2015,TABASCO,CENTLA,GOBERNADOR CRUZ,2,2
1523,GASOLINA,2015,TABASCO,CENTLA,IGNACIO ZARAGOZA,3,3
1524,GASOLINA,2015,TABASCO,CENTLA,JALAPITA 1RA. SECCION,2,2
1525,GASOLINA,2015,TABASCO,CENTLA,JOSE MARIA MORELOS Y PAVON,1,1
1526,GASOLINA,2015,TABASCO,CENTLA,LA ESTRELLA,3,3
1527,GASOLINA,2015,TABASCO,CENTLA,LA SABANA,1,1
1528,GASOLINA,2015,TABASCO,CENTLA,LA VICTORIA,2,2
1529,GASOLINA,2015,TABASCO,CENTLA,LAS PALMAS,1,1
1530,GASOLINA,2015,TABASCO,CENTLA,LAS PORFIAS,1,1
1531,GASOLINA,2015,TABASCO,CENTLA,LEANDRO ROVIROSA WADE 1RA. SECCION,1,1
