id,Componente,"Año",Estado,Municipio,Localidad,Registradas,Apoyadas,cod_inegi
264,HIELERA,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTA MARIA",1,0,
265,SISTEMA,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTA MARIA",1,0,
266,MOTOR,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTO DOMINGO VIEJO",2,0,
267,EMBARCACION,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTO DOMINGO VIEJO",0,0,
268,HIELERA,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTO DOMINGO VIEJO",0,0,
269,SISTEMA,2014,"BAJA CALIFORNIA SUR",COMONDU,"SANTO DOMINGO VIEJO",0,0,
270,MOTOR,2014,"BAJA CALIFORNIA SUR",COMONDU,"VILLA MORELOS",1,1,
271,EMBARCACION,2014,"BAJA CALIFORNIA SUR",COMONDU,"VILLA MORELOS",1,0,
272,HIELERA,2014,"BAJA CALIFORNIA SUR",COMONDU,"VILLA MORELOS",0,0,
273,SISTEMA,2014,"BAJA CALIFORNIA SUR",COMONDU,"VILLA MORELOS",0,0,
274,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ.",0,0,
275,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ.",1,1,
276,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ.",0,0,
277,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ.",0,0,
278,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",1,0,
279,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",0,0,
280,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",0,0,
281,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",1,1,
282,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",2,0,
283,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0,
284,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0,
285,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0,
286,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",3,2,
287,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0,
288,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0,
289,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0,
290,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",2,1,
291,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0,
292,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0,
293,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0,
294,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0,
295,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",1,0,
296,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0,
297,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0,
298,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,1,
299,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,0,
300,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,1,
301,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,0,
302,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",1,1,
303,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0,
304,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0,
305,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0,
306,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",2,0,
307,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0,
308,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0,
309,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0,
310,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",1,0,
311,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0,
312,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0,
313,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0,
314,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ",GUADALUPE,0,0,
315,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ",GUADALUPE,1,1,
316,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ",GUADALUPE,0,0,
317,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ",GUADALUPE,0,0,
318,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",1,0,
319,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0,
320,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0,
321,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0,
322,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",42,14,
323,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",18,4,
324,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",1,0,
325,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",3,0,
326,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",1,0,
327,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0,
328,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0,
329,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0,
330,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0,
331,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",1,1,
332,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0,
333,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0,
334,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",3,1,
335,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",1,0,
336,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",0,0,
337,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",0,0,
338,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",2,0,
339,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0,
340,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0,
341,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0,
342,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",2,1,
343,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",1,0,
344,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",0,0,
345,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",0,0,
346,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",6,2,
347,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2,0,
348,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",0,0,
349,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2,0,
350,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",2,0,
351,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",1,0,
352,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",0,0,
353,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",0,0,
354,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",1,0,
355,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0,
356,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0,
357,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0,
358,MOTOR,2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",11,0,
359,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",6,0,
360,HIELERA,2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",0,0,
361,SISTEMA,2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",0,0,
362,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,"AGUA VERDE",11,5,
363,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,"AGUA VERDE",0,0,
364,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,"AGUA VERDE",0,0,
365,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,"AGUA VERDE",0,0,
366,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,"ENSENADA BLANCA",3,1,
367,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,"ENSENADA BLANCA",0,0,
368,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,"ENSENADA BLANCA",0,0,
369,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,"ENSENADA BLANCA",0,0,
370,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,JUNCALITO,1,1,
371,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,JUNCALITO,0,0,
372,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,JUNCALITO,0,0,
373,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,JUNCALITO,0,0,
374,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,"LIGÜI",0,0,
375,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,"LIGÜI",1,0,
376,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,"LIGÜI",0,0,
377,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,"LIGÜI",0,0,
378,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,LORETO,7,2,
379,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,LORETO,5,0,
380,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,LORETO,0,0,
381,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,LORETO,0,0,
382,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,"SAN NICOLAS",3,0,
383,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,"SAN NICOLAS",1,0,
384,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,"SAN NICOLAS",0,0,
385,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,"SAN NICOLAS",0,0,
386,MOTOR,2014,"BAJA CALIFORNIA SUR",LORETO,TIMBABICHI,4,1,
387,EMBARCACION,2014,"BAJA CALIFORNIA SUR",LORETO,TIMBABICHI,0,0,
388,HIELERA,2014,"BAJA CALIFORNIA SUR",LORETO,TIMBABICHI,0,0,
389,SISTEMA,2014,"BAJA CALIFORNIA SUR",LORETO,TIMBABICHI,0,0,
390,MOTOR,2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",2,1,
391,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0,
392,HIELERA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0,
393,SISTEMA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0,
394,MOTOR,2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",1,0,
395,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0,
396,HIELERA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0,
397,SISTEMA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0,
398,MOTOR,2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",5,2,
399,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",1,0,
400,HIELERA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",0,0,
401,SISTEMA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",6,3,
402,MOTOR,2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",1,1,
403,EMBARCACION,2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0,
404,HIELERA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0,
405,SISTEMA,2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0,
406,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA ASUNCION",11,4,
407,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA ASUNCION",4,0,
408,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA ASUNCION",0,0,
409,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA ASUNCION",6,0,
410,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA TORTUGAS",21,6,
411,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA TORTUGAS",19,0,
412,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA TORTUGAS",0,0,
413,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"BAHIA TORTUGAS",0,0,
414,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"CAMPO DELGADITO",1,1,
415,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"CAMPO DELGADITO",0,0,
416,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"CAMPO DELGADITO",0,0,
417,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"CAMPO DELGADITO",0,0,
418,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL CARDON",1,0,
419,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL CARDON",0,0,
420,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL CARDON",0,0,
421,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL CARDON",0,0,
422,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",2,0,
423,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",2,0,
424,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",0,0,
425,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",0,0,
426,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",0,0,
427,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",1,0,
428,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",1,0,
429,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"EL DATIL",0,0,
430,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"ESTERO DE LA BOCANA",0,0,
431,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"ESTERO DE LA BOCANA",3,0,
432,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"ESTERO DE LA BOCANA",0,0,
433,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"ESTERO DE LA BOCANA",0,0,
434,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"GUERRERO NEGRO",15,7,
435,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"GUERRERO NEGRO",5,2,
436,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"GUERRERO NEGRO",0,0,
437,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"GUERRERO NEGRO",0,0,
438,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"HEROICA MULEGE",5,0,
439,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"HEROICA MULEGE",1,0,
440,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"HEROICA MULEGE",0,0,
441,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"HEROICA MULEGE",0,0,
442,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"LA BOCANA",11,2,
443,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"LA BOCANA",5,0,
444,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"LA BOCANA",0,0,
445,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"LA BOCANA",0,0,
446,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"LOCALIDAD SIN NOMBRE",1,0,
447,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"LOCALIDAD SIN NOMBRE",0,0,
448,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"LOCALIDAD SIN NOMBRE",0,0,
449,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"LOCALIDAD SIN NOMBRE",0,0,
450,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,NATIVIDAD,10,2,
451,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,NATIVIDAD,0,0,
452,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,NATIVIDAD,0,0,
453,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,NATIVIDAD,0,0,
454,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"PUNTA ABREOJOS",10,2,
455,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"PUNTA ABREOJOS",0,0,
456,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"PUNTA ABREOJOS",0,0,
457,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"PUNTA ABREOJOS",0,0,
458,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN BRUNO",1,0,
459,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN BRUNO",0,0,
460,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN BRUNO",0,0,
461,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN BRUNO",0,0,
462,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN IGNACIO",2,1,
463,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN IGNACIO",0,0,
464,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN IGNACIO",0,0,
465,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SAN IGNACIO",0,0,
466,MOTOR,2014,"BAJA CALIFORNIA SUR",MULEGE,"SANTA ROSALIA",7,0,
467,EMBARCACION,2014,"BAJA CALIFORNIA SUR",MULEGE,"SANTA ROSALIA",5,0,
468,HIELERA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SANTA ROSALIA",0,0,
469,SISTEMA,2014,"BAJA CALIFORNIA SUR",MULEGE,"SANTA ROSALIA",0,0,
470,MOTOR,2014,CAMPECHE,CALKINI,CALKINI,1,0,
471,EMBARCACION,2014,CAMPECHE,CALKINI,CALKINI,0,0,
472,HIELERA,2014,CAMPECHE,CALKINI,CALKINI,0,0,
473,SISTEMA,2014,CAMPECHE,CALKINI,CALKINI,0,0,
474,MOTOR,2014,CAMPECHE,CALKINI,"ISLA ARENA",67,4,
475,EMBARCACION,2014,CAMPECHE,CALKINI,"ISLA ARENA",37,0,
476,HIELERA,2014,CAMPECHE,CALKINI,"ISLA ARENA",8,0,
477,SISTEMA,2014,CAMPECHE,CALKINI,"ISLA ARENA",7,0,
478,MOTOR,2014,CAMPECHE,CALKINI,TANKUCHE,1,0,
479,EMBARCACION,2014,CAMPECHE,CALKINI,TANKUCHE,0,0,
480,HIELERA,2014,CAMPECHE,CALKINI,TANKUCHE,0,0,
481,SISTEMA,2014,CAMPECHE,CALKINI,TANKUCHE,0,0,
482,MOTOR,2014,CAMPECHE,CAMPECHE,"EL COLOMBIANO",0,0,
483,EMBARCACION,2014,CAMPECHE,CAMPECHE,"EL COLOMBIANO",1,1,
484,HIELERA,2014,CAMPECHE,CAMPECHE,"EL COLOMBIANO",0,0,
485,SISTEMA,2014,CAMPECHE,CAMPECHE,"EL COLOMBIANO",0,0,
486,MOTOR,2014,CAMPECHE,CAMPECHE,LERMA,27,6,
487,EMBARCACION,2014,CAMPECHE,CAMPECHE,LERMA,15,2,
488,HIELERA,2014,CAMPECHE,CAMPECHE,LERMA,3,0,
489,SISTEMA,2014,CAMPECHE,CAMPECHE,LERMA,3,0,
490,MOTOR,2014,CAMPECHE,CAMPECHE,"SAN ANTONIO",0,0,
491,EMBARCACION,2014,CAMPECHE,CAMPECHE,"SAN ANTONIO",1,0,
492,HIELERA,2014,CAMPECHE,CAMPECHE,"SAN ANTONIO",0,0,
493,SISTEMA,2014,CAMPECHE,CAMPECHE,"SAN ANTONIO",0,0,
494,MOTOR,2014,CAMPECHE,CAMPECHE,"SAN FRANCISCO DE CAMPECHE",106,19,
495,EMBARCACION,2014,CAMPECHE,CAMPECHE,"SAN FRANCISCO DE CAMPECHE",50,12,
496,HIELERA,2014,CAMPECHE,CAMPECHE,"SAN FRANCISCO DE CAMPECHE",15,2,
497,SISTEMA,2014,CAMPECHE,CAMPECHE,"SAN FRANCISCO DE CAMPECHE",18,2,
498,MOTOR,2014,CAMPECHE,CARMEN,ATASTA,3,1,
499,EMBARCACION,2014,CAMPECHE,CARMEN,ATASTA,3,0,
500,HIELERA,2014,CAMPECHE,CARMEN,ATASTA,3,0,
501,SISTEMA,2014,CAMPECHE,CARMEN,ATASTA,3,0,
502,MOTOR,2014,CAMPECHE,CARMEN,"CIUDAD DEL CARMEN",104,18,
503,EMBARCACION,2014,CAMPECHE,CARMEN,"CIUDAD DEL CARMEN",84,2,
504,HIELERA,2014,CAMPECHE,CARMEN,"CIUDAD DEL CARMEN",65,0,
505,SISTEMA,2014,CAMPECHE,CARMEN,"CIUDAD DEL CARMEN",67,0,
506,MOTOR,2014,CAMPECHE,CARMEN,"COLONIA EMILIANO ZAPATA",1,0,
507,EMBARCACION,2014,CAMPECHE,CARMEN,"COLONIA EMILIANO ZAPATA",2,0,
508,HIELERA,2014,CAMPECHE,CARMEN,"COLONIA EMILIANO ZAPATA",1,0,
509,SISTEMA,2014,CAMPECHE,CARMEN,"COLONIA EMILIANO ZAPATA",1,0,
510,MOTOR,2014,CAMPECHE,CARMEN,"EL CARMEN",2,0,
511,EMBARCACION,2014,CAMPECHE,CARMEN,"EL CARMEN",1,0,
512,HIELERA,2014,CAMPECHE,CARMEN,"EL CARMEN",1,0,
513,SISTEMA,2014,CAMPECHE,CARMEN,"EL CARMEN",1,0,
514,MOTOR,2014,CAMPECHE,CARMEN,"ISLA AGUADA",53,10,
515,EMBARCACION,2014,CAMPECHE,CARMEN,"ISLA AGUADA",47,0,
516,HIELERA,2014,CAMPECHE,CARMEN,"ISLA AGUADA",17,0,
517,SISTEMA,2014,CAMPECHE,CARMEN,"ISLA AGUADA",21,0,
518,MOTOR,2014,CAMPECHE,CARMEN,"NUEVO CAMPECHITO",3,1,
519,EMBARCACION,2014,CAMPECHE,CARMEN,"NUEVO CAMPECHITO",3,0,
520,HIELERA,2014,CAMPECHE,CARMEN,"NUEVO CAMPECHITO",0,0,
521,SISTEMA,2014,CAMPECHE,CARMEN,"NUEVO CAMPECHITO",0,0,
522,MOTOR,2014,CAMPECHE,CARMEN,"NUEVO PROGRESO",5,0,
523,EMBARCACION,2014,CAMPECHE,CARMEN,"NUEVO PROGRESO",6,0,
524,HIELERA,2014,CAMPECHE,CARMEN,"NUEVO PROGRESO",5,0,
525,SISTEMA,2014,CAMPECHE,CARMEN,"NUEVO PROGRESO",5,0,
526,MOTOR,2014,CAMPECHE,CARMEN,"PLAN DE AYALA",1,0,
527,EMBARCACION,2014,CAMPECHE,CARMEN,"PLAN DE AYALA",1,0,
528,HIELERA,2014,CAMPECHE,CARMEN,"PLAN DE AYALA",0,0,
529,SISTEMA,2014,CAMPECHE,CARMEN,"PLAN DE AYALA",0,0,
530,MOTOR,2014,CAMPECHE,CARMEN,SABANCUY,33,5,
531,EMBARCACION,2014,CAMPECHE,CARMEN,SABANCUY,23,0,
532,HIELERA,2014,CAMPECHE,CARMEN,SABANCUY,9,0,
533,SISTEMA,2014,CAMPECHE,CARMEN,SABANCUY,9,0,
534,MOTOR,2014,CAMPECHE,CARMEN,"SAN ANTONIO CARDENAS",9,0,
535,EMBARCACION,2014,CAMPECHE,CARMEN,"SAN ANTONIO CARDENAS",7,0,
536,HIELERA,2014,CAMPECHE,CARMEN,"SAN ANTONIO CARDENAS",4,0,
537,SISTEMA,2014,CAMPECHE,CARMEN,"SAN ANTONIO CARDENAS",4,0,
538,MOTOR,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",1,1,
539,EMBARCACION,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",1,1,
540,HIELERA,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",0,0,
541,SISTEMA,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",0,0,
542,MOTOR,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",1,0,
543,EMBARCACION,2014,CAMPECHE,CARMEN,"SANTA ROSALIA",0,0,
544,MOTOR,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,39,5,
545,EMBARCACION,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,28,0,
546,HIELERA,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,4,0,
547,SISTEMA,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,4,0,
548,MOTOR,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,26,2,
549,EMBARCACION,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,18,0,
550,HIELERA,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,3,0,
551,SISTEMA,2014,CAMPECHE,CHAMPOTON,CHAMPOTON,2,0,
552,MOTOR,2014,CAMPECHE,CHAMPOTON,"CIUDAD SOL",1,0,
