id,Componente,"Año",Estado,Municipio,Localidad,Registradas,Apoyadas,cod_inegi
4177,SISTEMA,2014,VERACRUZ,ALVARADO,"LAS PALMITAS",1,0,
4178,MOTOR,2014,VERACRUZ,ALVARADO,"LAS PALMITAS",2,1,
4179,EMBARCACION,2014,VERACRUZ,ALVARADO,"LAS PALMITAS",2,0,
4180,HIELERA,2014,VERACRUZ,ALVARADO,"LAS PALMITAS",2,0,
4181,SISTEMA,2014,VERACRUZ,ALVARADO,"LAS PALMITAS",2,0,
4182,MOTOR,2014,VERACRUZ,ALVARADO,"LOS PAJARILLOS (CORCOBADO)",1,0,
4183,EMBARCACION,2014,VERACRUZ,ALVARADO,"LOS PAJARILLOS (CORCOBADO)",1,1,
4184,HIELERA,2014,VERACRUZ,ALVARADO,"LOS PAJARILLOS (CORCOBADO)",0,0,
4185,SISTEMA,2014,VERACRUZ,ALVARADO,"LOS PAJARILLOS (CORCOBADO)",0,0,
4186,MOTOR,2014,VERACRUZ,ALVARADO,"LUIS MARTINEZ (EL CANAL)",9,0,
4187,EMBARCACION,2014,VERACRUZ,ALVARADO,"LUIS MARTINEZ (EL CANAL)",19,0,
4188,HIELERA,2014,VERACRUZ,ALVARADO,"LUIS MARTINEZ (EL CANAL)",0,0,
4189,SISTEMA,2014,VERACRUZ,ALVARADO,"LUIS MARTINEZ (EL CANAL)",0,0,
4190,MOTOR,2014,VERACRUZ,ALVARADO,MACUILE,2,0,
4191,EMBARCACION,2014,VERACRUZ,ALVARADO,MACUILE,2,0,
4192,HIELERA,2014,VERACRUZ,ALVARADO,MACUILE,2,0,
4193,SISTEMA,2014,VERACRUZ,ALVARADO,MACUILE,0,0,
4194,MOTOR,2014,VERACRUZ,ALVARADO,"MANDINGA Y MATOZA",31,3,
4195,EMBARCACION,2014,VERACRUZ,ALVARADO,"MANDINGA Y MATOZA",5,2,
4196,HIELERA,2014,VERACRUZ,ALVARADO,"MANDINGA Y MATOZA",0,0,
4197,SISTEMA,2014,VERACRUZ,ALVARADO,"MANDINGA Y MATOZA",0,0,
4198,MOTOR,2014,VERACRUZ,ALVARADO,"MATA DE UVA",6,1,
4199,EMBARCACION,2014,VERACRUZ,ALVARADO,"MATA DE UVA",8,2,
4200,HIELERA,2014,VERACRUZ,ALVARADO,"MATA DE UVA",0,0,
4201,SISTEMA,2014,VERACRUZ,ALVARADO,"MATA DE UVA",0,0,
4202,MOTOR,2014,VERACRUZ,ALVARADO,"MORAL Y MOSQUITERO",1,1,
4203,EMBARCACION,2014,VERACRUZ,ALVARADO,"MORAL Y MOSQUITERO",0,0,
4204,HIELERA,2014,VERACRUZ,ALVARADO,"MORAL Y MOSQUITERO",0,0,
4205,SISTEMA,2014,VERACRUZ,ALVARADO,"MORAL Y MOSQUITERO",0,0,
4206,MOTOR,2014,VERACRUZ,ALVARADO,"PALMA SOLA",1,1,
4207,EMBARCACION,2014,VERACRUZ,ALVARADO,"PALMA SOLA",1,0,
4208,HIELERA,2014,VERACRUZ,ALVARADO,"PALMA SOLA",0,0,
4209,SISTEMA,2014,VERACRUZ,ALVARADO,"PALMA SOLA",0,0,
4210,MOTOR,2014,VERACRUZ,ALVARADO,"PASO NACIONAL",23,1,
4211,EMBARCACION,2014,VERACRUZ,ALVARADO,"PASO NACIONAL",14,1,
4212,HIELERA,2014,VERACRUZ,ALVARADO,"PASO NACIONAL",10,0,
4213,SISTEMA,2014,VERACRUZ,ALVARADO,"PASO NACIONAL",2,0,
4214,MOTOR,2014,VERACRUZ,ALVARADO,"PLAYA ZAPOTE",3,2,
4215,EMBARCACION,2014,VERACRUZ,ALVARADO,"PLAYA ZAPOTE",2,0,
4216,HIELERA,2014,VERACRUZ,ALVARADO,"PLAYA ZAPOTE",0,0,
4217,SISTEMA,2014,VERACRUZ,ALVARADO,"PLAYA ZAPOTE",0,0,
4218,MOTOR,2014,VERACRUZ,ALVARADO,PLAYUELAS,5,0,
4219,EMBARCACION,2014,VERACRUZ,ALVARADO,PLAYUELAS,6,0,
4220,HIELERA,2014,VERACRUZ,ALVARADO,PLAYUELAS,0,0,
4221,SISTEMA,2014,VERACRUZ,ALVARADO,PLAYUELAS,0,0,
4222,MOTOR,2014,VERACRUZ,ALVARADO,"PLAZA DE ARMAS",17,2,
4223,EMBARCACION,2014,VERACRUZ,ALVARADO,"PLAZA DE ARMAS",11,1,
4224,HIELERA,2014,VERACRUZ,ALVARADO,"PLAZA DE ARMAS",0,0,
4225,SISTEMA,2014,VERACRUZ,ALVARADO,"PLAZA DE ARMAS",0,0,
4226,MOTOR,2014,VERACRUZ,ALVARADO,"PUNTA DE LIMON",1,0,
4227,EMBARCACION,2014,VERACRUZ,ALVARADO,"PUNTA DE LIMON",1,0,
4228,HIELERA,2014,VERACRUZ,ALVARADO,"PUNTA DE LIMON",0,0,
4229,SISTEMA,2014,VERACRUZ,ALVARADO,"PUNTA DE LIMON",0,0,
4230,MOTOR,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4231,EMBARCACION,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",7,1,
4232,HIELERA,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4233,SISTEMA,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4234,MOTOR,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4235,EMBARCACION,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",2,0,
4236,HIELERA,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4237,SISTEMA,2014,VERACRUZ,ALVARADO,"PUNTA GRANDE",0,0,
4238,MOTOR,2014,VERACRUZ,ALVARADO,"PUNTA MARCIAL",5,0,
4239,EMBARCACION,2014,VERACRUZ,ALVARADO,"PUNTA MARCIAL",4,0,
4240,HIELERA,2014,VERACRUZ,ALVARADO,"PUNTA MARCIAL",0,0,
4241,SISTEMA,2014,VERACRUZ,ALVARADO,"PUNTA MARCIAL",0,0,
4242,MOTOR,2014,VERACRUZ,ALVARADO,SALINAS,1,0,
4243,EMBARCACION,2014,VERACRUZ,ALVARADO,SALINAS,11,1,
4244,HIELERA,2014,VERACRUZ,ALVARADO,SALINAS,10,0,
4245,SISTEMA,2014,VERACRUZ,ALVARADO,SALINAS,10,0,
4246,MOTOR,2014,VERACRUZ,ALVARADO,"SANTA ROSA DE LIMA",1,0,
4247,EMBARCACION,2014,VERACRUZ,ALVARADO,"SANTA ROSA DE LIMA",1,0,
4248,HIELERA,2014,VERACRUZ,ALVARADO,"SANTA ROSA DE LIMA",1,0,
4249,SISTEMA,2014,VERACRUZ,ALVARADO,"SANTA ROSA DE LIMA",1,0,
4250,MOTOR,2014,VERACRUZ,ALVARADO,TECOLAPILLA,1,0,
4251,EMBARCACION,2014,VERACRUZ,ALVARADO,TECOLAPILLA,1,0,
4252,HIELERA,2014,VERACRUZ,ALVARADO,TECOLAPILLA,1,0,
4253,SISTEMA,2014,VERACRUZ,ALVARADO,TECOLAPILLA,0,0,
4254,MOTOR,2014,VERACRUZ,AQUILA,AQUILA,1,0,
4255,EMBARCACION,2014,VERACRUZ,AQUILA,AQUILA,1,0,
4256,HIELERA,2014,VERACRUZ,AQUILA,AQUILA,0,0,
4257,SISTEMA,2014,VERACRUZ,AQUILA,AQUILA,0,0,
4258,MOTOR,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",4,0,
4259,EMBARCACION,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",5,0,
4260,HIELERA,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",2,0,
4261,SISTEMA,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",2,0,
4262,MOTOR,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",10,4,
4263,EMBARCACION,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",16,1,
4264,HIELERA,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",5,0,
4265,SISTEMA,2014,VERACRUZ,"BOCA DEL RIO","BOCA DEL RIO",5,0,
4266,MOTOR,2014,VERACRUZ,"BOCA DEL RIO",VERACRUZ,2,0,
4267,EMBARCACION,2014,VERACRUZ,"BOCA DEL RIO",VERACRUZ,5,2,
4268,HIELERA,2014,VERACRUZ,"BOCA DEL RIO",VERACRUZ,0,0,
4269,SISTEMA,2014,VERACRUZ,"BOCA DEL RIO",VERACRUZ,0,0,
4270,MOTOR,2014,VERACRUZ,CATEMACO,"BARRA DE SONTECOMAPAN",7,2,
4271,EMBARCACION,2014,VERACRUZ,CATEMACO,"BARRA DE SONTECOMAPAN",8,5,
4272,HIELERA,2014,VERACRUZ,CATEMACO,"BARRA DE SONTECOMAPAN",2,1,
4273,SISTEMA,2014,VERACRUZ,CATEMACO,"BARRA DE SONTECOMAPAN",4,2,
4274,MOTOR,2014,VERACRUZ,CATEMACO,"CALPULTEOLT (EL MORRO)",1,1,
4275,EMBARCACION,2014,VERACRUZ,CATEMACO,"CALPULTEOLT (EL MORRO)",0,0,
4276,HIELERA,2014,VERACRUZ,CATEMACO,"CALPULTEOLT (EL MORRO)",0,0,
4277,SISTEMA,2014,VERACRUZ,CATEMACO,"CALPULTEOLT (EL MORRO)",1,0,
4278,MOTOR,2014,VERACRUZ,CATEMACO,CATEMACO,2,0,
4279,EMBARCACION,2014,VERACRUZ,CATEMACO,CATEMACO,2,0,
4280,HIELERA,2014,VERACRUZ,CATEMACO,CATEMACO,0,0,
4281,SISTEMA,2014,VERACRUZ,CATEMACO,CATEMACO,0,0,
4282,MOTOR,2014,VERACRUZ,CATEMACO,"EL REAL",5,2,
4283,EMBARCACION,2014,VERACRUZ,CATEMACO,"EL REAL",6,1,
4284,HIELERA,2014,VERACRUZ,CATEMACO,"EL REAL",1,0,
4285,SISTEMA,2014,VERACRUZ,CATEMACO,"EL REAL",3,1,
4286,MOTOR,2014,VERACRUZ,CATEMACO,SONTECOMAPAN,19,7,
4287,EMBARCACION,2014,VERACRUZ,CATEMACO,SONTECOMAPAN,12,2,
4288,HIELERA,2014,VERACRUZ,CATEMACO,SONTECOMAPAN,2,1,
4289,SISTEMA,2014,VERACRUZ,CATEMACO,SONTECOMAPAN,4,2,
4290,MOTOR,2014,VERACRUZ,"CAZONES DE HERRERA","BARRA DE CAZONES",6,3,
4291,EMBARCACION,2014,VERACRUZ,"CAZONES DE HERRERA","BARRA DE CAZONES",8,2,
4292,HIELERA,2014,VERACRUZ,"CAZONES DE HERRERA","BARRA DE CAZONES",2,0,
4293,SISTEMA,2014,VERACRUZ,"CAZONES DE HERRERA","BARRA DE CAZONES",2,0,
4294,MOTOR,2014,VERACRUZ,COATZACOALCOS,ALLENDE,12,5,
4295,EMBARCACION,2014,VERACRUZ,COATZACOALCOS,ALLENDE,10,3,
4296,HIELERA,2014,VERACRUZ,COATZACOALCOS,ALLENDE,11,2,
4297,SISTEMA,2014,VERACRUZ,COATZACOALCOS,ALLENDE,11,2,
4298,MOTOR,2014,VERACRUZ,COATZACOALCOS,COATZACOALCOS,0,0,
4299,EMBARCACION,2014,VERACRUZ,COATZACOALCOS,COATZACOALCOS,4,3,
4300,HIELERA,2014,VERACRUZ,COATZACOALCOS,COATZACOALCOS,5,0,
4301,SISTEMA,2014,VERACRUZ,COATZACOALCOS,COATZACOALCOS,5,0,
4302,MOTOR,2014,VERACRUZ,COATZACOALCOS,"LAS BARRILLAS",9,1,
4303,EMBARCACION,2014,VERACRUZ,COATZACOALCOS,"LAS BARRILLAS",3,2,
4304,HIELERA,2014,VERACRUZ,COATZACOALCOS,"LAS BARRILLAS",0,0,
4305,SISTEMA,2014,VERACRUZ,COATZACOALCOS,"LAS BARRILLAS",0,0,
4306,MOTOR,2014,VERACRUZ,COATZACOALCOS,PAJARITOS,0,0,
4307,EMBARCACION,2014,VERACRUZ,COATZACOALCOS,PAJARITOS,0,0,
4308,HIELERA,2014,VERACRUZ,COATZACOALCOS,PAJARITOS,1,0,
4309,SISTEMA,2014,VERACRUZ,COATZACOALCOS,PAJARITOS,1,0,
4310,MOTOR,2014,VERACRUZ,"GUTIERREZ ZAMORA","EL CEPILLO",1,1,
4311,EMBARCACION,2014,VERACRUZ,"GUTIERREZ ZAMORA","EL CEPILLO",1,0,
4312,HIELERA,2014,VERACRUZ,"GUTIERREZ ZAMORA","EL CEPILLO",0,0,
4313,SISTEMA,2014,VERACRUZ,"GUTIERREZ ZAMORA","EL CEPILLO",0,0,
4314,MOTOR,2014,VERACRUZ,"GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",2,1,
4315,EMBARCACION,2014,VERACRUZ,"GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",1,0,
4316,HIELERA,2014,VERACRUZ,"GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",0,0,
4317,SISTEMA,2014,VERACRUZ,"GUTIERREZ ZAMORA","GUTIERREZ ZAMORA",0,0,
4318,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL CAMARON",13,1,
4319,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL CAMARON",26,1,
4320,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL CAMARON",0,0,
4321,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL CAMARON",0,0,
4322,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL JUILE",1,0,
4323,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL JUILE",1,0,
4324,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL JUILE",0,0,
4325,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL JUILE",0,0,
4326,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL OBISPO",13,2,
4327,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL OBISPO",13,1,
4328,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL OBISPO",0,0,
4329,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL OBISPO",0,0,
4330,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL SALITRAL",1,0,
4331,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL SALITRAL",1,0,
4332,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL SALITRAL",0,0,
4333,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","EL SALITRAL",0,0,
4334,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","IGNACIO DE LA LLAVE",2,0,
4335,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","IGNACIO DE LA LLAVE",8,1,
4336,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","IGNACIO DE LA LLAVE",0,0,
4337,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","IGNACIO DE LA LLAVE",0,0,
4338,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","LA ISLETA DE PANAMA (PUNTA ISLETA)",2,0,
4339,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","LA ISLETA DE PANAMA (PUNTA ISLETA)",4,0,
4340,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","LA ISLETA DE PANAMA (PUNTA ISLETA)",0,0,
4341,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","LA ISLETA DE PANAMA (PUNTA ISLETA)",0,0,
4342,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","NUEVO ZAPOTAL",1,0,
4343,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","NUEVO ZAPOTAL",1,0,
4344,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","NUEVO ZAPOTAL",0,0,
4345,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","NUEVO ZAPOTAL",0,0,
4346,MOTOR,2014,VERACRUZ,"IGNACIO DE LA LLAVE","PUNTA LIMON",2,0,
4347,EMBARCACION,2014,VERACRUZ,"IGNACIO DE LA LLAVE","PUNTA LIMON",2,0,
4348,HIELERA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","PUNTA LIMON",0,0,
4349,SISTEMA,2014,VERACRUZ,"IGNACIO DE LA LLAVE","PUNTA LIMON",0,0,
4350,MOTOR,2014,VERACRUZ,ISLA,ISLA,0,0,
4351,EMBARCACION,2014,VERACRUZ,ISLA,ISLA,2,0,
4352,HIELERA,2014,VERACRUZ,ISLA,ISLA,0,0,
4353,SISTEMA,2014,VERACRUZ,ISLA,ISLA,0,0,
4354,MOTOR,2014,VERACRUZ,JALTIPAN,MIXTAN,1,0,
4355,EMBARCACION,2014,VERACRUZ,JALTIPAN,MIXTAN,1,0,
4356,HIELERA,2014,VERACRUZ,JALTIPAN,MIXTAN,0,0,
4357,SISTEMA,2014,VERACRUZ,JALTIPAN,MIXTAN,0,0,
4358,MOTOR,2014,VERACRUZ,"LA ANTIGUA","LA ANTIGUA",1,0,
4359,EMBARCACION,2014,VERACRUZ,"LA ANTIGUA","LA ANTIGUA",0,0,
4360,HIELERA,2014,VERACRUZ,"LA ANTIGUA","LA ANTIGUA",0,0,
4361,SISTEMA,2014,VERACRUZ,"LA ANTIGUA","LA ANTIGUA",0,0,
4362,MOTOR,2014,VERACRUZ,"LXHUATLAN DEL SURESTE",BARRAGANTITLAN,0,0,
4363,EMBARCACION,2014,VERACRUZ,"LXHUATLAN DEL SURESTE",BARRAGANTITLAN,1,0,
4364,HIELERA,2014,VERACRUZ,"LXHUATLAN DEL SURESTE",BARRAGANTITLAN,1,0,
4365,SISTEMA,2014,VERACRUZ,"LXHUATLAN DEL SURESTE",BARRAGANTITLAN,0,0,
4366,MOTOR,2014,VERACRUZ,"LXHUATLAN DEL SURESTE","IXHUATLAN DEL SURESTE",3,1,
4367,EMBARCACION,2014,VERACRUZ,"LXHUATLAN DEL SURESTE","IXHUATLAN DEL SURESTE",0,0,
4368,HIELERA,2014,VERACRUZ,"LXHUATLAN DEL SURESTE","IXHUATLAN DEL SURESTE",0,0,
4369,SISTEMA,2014,VERACRUZ,"LXHUATLAN DEL SURESTE","IXHUATLAN DEL SURESTE",0,0,
4370,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,AHORRADERO,0,0,
4371,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,AHORRADERO,1,0,
4372,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,AHORRADERO,0,0,
4373,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,AHORRADERO,0,0,
4374,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,CHALPA,11,2,
4375,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,CHALPA,2,0,
4376,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,CHALPA,0,0,
4377,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,CHALPA,0,0,
4378,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"CHARCO DE LA PEÑA",21,2,
4379,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"CHARCO DE LA PEÑA",21,0,
4380,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"CHARCO DE LA PEÑA",0,0,
4381,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"CHARCO DE LA PEÑA",0,0,
4382,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"COLONIA EL BORREGO (PASO BORREGO)",2,0,
4383,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"COLONIA EL BORREGO (PASO BORREGO)",2,0,
4384,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"COLONIA EL BORREGO (PASO BORREGO)",0,0,
4385,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"COLONIA EL BORREGO (PASO BORREGO)",0,0,
4386,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"EL CACIQUE",1,0,
4387,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"EL CACIQUE",15,2,
4388,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"EL CACIQUE",0,0,
4389,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"EL CACIQUE",0,0,
4390,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"EL LLANETE",1,0,
4391,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"EL LLANETE",7,1,
4392,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"EL LLANETE",0,0,
4393,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"EL LLANETE",0,0,
4394,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,IXMATLAHUACAN,1,0,
4395,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,IXMATLAHUACAN,2,0,
4396,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,IXMATLAHUACAN,0,0,
4397,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,IXMATLAHUACAN,0,0,
4398,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"LA MIEL",6,0,
4399,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"LA MIEL",6,1,
4400,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"LA MIEL",0,0,
4401,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"LA MIEL",0,0,
4402,MOTOR,2014,VERACRUZ,LXMATLAHUACAN,"TIO ANTHON",0,0,
4403,EMBARCACION,2014,VERACRUZ,LXMATLAHUACAN,"TIO ANTHON",1,0,
4404,HIELERA,2014,VERACRUZ,LXMATLAHUACAN,"TIO ANTHON",0,0,
4405,SISTEMA,2014,VERACRUZ,LXMATLAHUACAN,"TIO ANTHON",0,0,
4406,MOTOR,2014,VERACRUZ,MECAYAPAN,"LOS ARRECIFES",3,0,
4407,EMBARCACION,2014,VERACRUZ,MECAYAPAN,"LOS ARRECIFES",1,1,
4408,HIELERA,2014,VERACRUZ,MECAYAPAN,"LOS ARRECIFES",1,1,
4409,SISTEMA,2014,VERACRUZ,MECAYAPAN,"LOS ARRECIFES",1,0,
4410,MOTOR,2014,VERACRUZ,MECAYAPAN,"LOS MANGOS (OSCAR ALARCON RODRIGUEZ)",0,0,
4411,EMBARCACION,2014,VERACRUZ,MECAYAPAN,"LOS MANGOS (OSCAR ALARCON RODRIGUEZ)",1,0,
4412,HIELERA,2014,VERACRUZ,MECAYAPAN,"LOS MANGOS (OSCAR ALARCON RODRIGUEZ)",0,0,
4413,SISTEMA,2014,VERACRUZ,MECAYAPAN,"LOS MANGOS (OSCAR ALARCON RODRIGUEZ)",0,0,
4414,MOTOR,2014,VERACRUZ,MEDELLIN,"EJIDO EL TEJAR",1,0,
4415,EMBARCACION,2014,VERACRUZ,MEDELLIN,"EJIDO EL TEJAR",1,0,
4416,HIELERA,2014,VERACRUZ,MEDELLIN,"EJIDO EL TEJAR",1,0,
4417,SISTEMA,2014,VERACRUZ,MEDELLIN,"EJIDO EL TEJAR",1,0,
4418,MOTOR,2014,VERACRUZ,MEDELLIN,"LA LAGUNA Y MONTE DEL CASTILLO",0,0,
4419,EMBARCACION,2014,VERACRUZ,MEDELLIN,"LA LAGUNA Y MONTE DEL CASTILLO",1,1,
4420,HIELERA,2014,VERACRUZ,MEDELLIN,"LA LAGUNA Y MONTE DEL CASTILLO",0,0,
4421,SISTEMA,2014,VERACRUZ,MEDELLIN,"LA LAGUNA Y MONTE DEL CASTILLO",0,0,
4422,MOTOR,2014,VERACRUZ,MEDELLIN,"LAS FLORES",1,0,
4423,EMBARCACION,2014,VERACRUZ,MEDELLIN,"LAS FLORES",1,0,
4424,HIELERA,2014,VERACRUZ,MEDELLIN,"LAS FLORES",0,0,
4425,SISTEMA,2014,VERACRUZ,MEDELLIN,"LAS FLORES",0,0,
4426,MOTOR,2014,VERACRUZ,MEDELLIN,MEDELLIN,1,0,
4427,EMBARCACION,2014,VERACRUZ,MEDELLIN,MEDELLIN,14,1,
4428,HIELERA,2014,VERACRUZ,MEDELLIN,MEDELLIN,0,0,
4429,SISTEMA,2014,VERACRUZ,MEDELLIN,MEDELLIN,0,0,
4430,MOTOR,2014,VERACRUZ,MINATITLAN,"BOCA DE UXPANAPA",3,0,
4431,EMBARCACION,2014,VERACRUZ,MINATITLAN,"BOCA DE UXPANAPA",4,0,
4432,HIELERA,2014,VERACRUZ,MINATITLAN,"BOCA DE UXPANAPA",4,0,
4433,SISTEMA,2014,VERACRUZ,MINATITLAN,"BOCA DE UXPANAPA",0,0,
4434,MOTOR,2014,VERACRUZ,MINATITLAN,CAFETAL,0,0,
4435,EMBARCACION,2014,VERACRUZ,MINATITLAN,CAFETAL,1,0,
4436,HIELERA,2014,VERACRUZ,MINATITLAN,CAFETAL,1,0,
4437,SISTEMA,2014,VERACRUZ,MINATITLAN,CAFETAL,0,0,
4438,MOTOR,2014,VERACRUZ,MINATITLAN,CAPOACAN,12,1,
4439,EMBARCACION,2014,VERACRUZ,MINATITLAN,CAPOACAN,11,2,
4440,HIELERA,2014,VERACRUZ,MINATITLAN,CAPOACAN,7,0,
4441,SISTEMA,2014,VERACRUZ,MINATITLAN,CAPOACAN,0,0,
4442,MOTOR,2014,VERACRUZ,MINATITLAN,MINATITLAN,0,0,
4443,EMBARCACION,2014,VERACRUZ,MINATITLAN,MINATITLAN,2,0,
4444,HIELERA,2014,VERACRUZ,MINATITLAN,MINATITLAN,1,0,
4445,SISTEMA,2014,VERACRUZ,MINATITLAN,MINATITLAN,0,0,
4446,MOTOR,2014,VERACRUZ,MINATITLAN,"SANTA ALEJANDRINA",1,0,
4447,EMBARCACION,2014,VERACRUZ,MINATITLAN,"SANTA ALEJANDRINA",1,0,
4448,HIELERA,2014,VERACRUZ,MINATITLAN,"SANTA ALEJANDRINA",0,0,
4449,SISTEMA,2014,VERACRUZ,MINATITLAN,"SANTA ALEJANDRINA",0,0,
4450,MOTOR,2014,VERACRUZ,MOLOACAN,MOLOACAN,0,0,
4451,EMBARCACION,2014,VERACRUZ,MOLOACAN,MOLOACAN,1,0,
4452,HIELERA,2014,VERACRUZ,MOLOACAN,MOLOACAN,1,0,
4453,SISTEMA,2014,VERACRUZ,MOLOACAN,MOLOACAN,0,0,
