Localidades  Isla (Localidades ubicadas en un municipio y que administrativamente pertenecen a otro),,,,,,,,
,,,,,,,,
PERTENENCIA ADMINISTRATIVA,,,,,UBICACIÓN ESPACIAL,,,
CLAVE ENTIDAD,CLAVE MUNICIPIO,CLAVE LOCALIDAD,CLAVE AGEB,NOMBRE DE LOCALIDAD,CLAVE ENTIDAD,CLAVE MUNICIPIO,NOMBRE MUNICIPIO,
20,406,0090,004-1,La Raya,20,041,Huautla de Jiménez,
20,412,0028,002-A,Xicalpestle,20,036,Guevea de Humboldt,
20,412,0044,001-5,Las Palmas (El Palmar),20,036,Guevea de Humboldt,
20,412,0047,002-A,El Cardamomo,20,036,Guevea de Humboldt,
20,417,0063,001-1,El Manantial,20,184,San Juan Bautista Tuxtepec,
20,420,0009,001-7,Rincón Hacienda Vieja,20,535,San Vicente Lachixío,
20,420,0010,001-7,Loma Larga,20,535,San Vicente Lachixío,
20,426,0016,003-A,El Manzanito Tepantepec,20,273,San Miguel Peras,
20,453,0011,001-8,Barra de la Cruz,20,307,San Pedro Huamelula,
20,453,0012,001-8,Zimatán,20,307,San Pedro Huamelula,
20,458,0029,001-4,La Chuparrosa (Luvina Vieja),20,296,San Pablo Macuiltianguis,
20,469,0116,002-2,Santo Domingo del Progreso,20,208,San Juan Mixtepec,
20,492,0024,003-5,Guadalupe Tilantongo (Llano de las Avispas),20,046,Magdalena Jaltepec,
20,515,0114,032-8,Santa María Nativitas Coatlán,20,470,Santiago Lachiguiri,
20,517,0009,001-7,Loma Larga,20,337,San Pedro y San Pablo Ayutla,
20,517,0010,001-7,Loma Linda,20,325,San Pedro Quiatoni,
20,526,0101,004-A,San Isidro Campechero,20,334,Villa de Tututepec de Melchor Ocampo,
20,553,0024,002-8,Santa Catalina de Sena,20,519,Santo Domingo Tomaltepec,
20,570,0020,008-6,La Cumbre Clavellinas,20,292,San Pablo Cuatro Venados,
20,570,0062,007-1,El Machín,20,104,San Antonino el Alto,
20,570,0095,022-6,La Santa Cruz,20,295,San Pablo Huixtepec,
20,570,0096,022-6,San José Guelatová de Díaz,20,387,Santa Gertrudis,
30,009,0238,003-0,Arroyo Agrio,30,004,Actopan,
30,010,0047,001-2,Colonia Ejidal Guadalupe Victoria,30,163,Tenochtitlán,
30,058,0339,008-8,Lindero Achupil,30,027,Benito Juárez,
30,069,0019,002-4,Paguas de Coronado,30,124,Papantla,
30,141,0174,013-7,Vista Hermosa II,30,073,Hueyapan de Ocampo,
30,171,0004,001-3,Atzingo,30,110,Mixtla de Altamirano,
30,210,0121,011-7,Rafael Murillo Vidal,30,108,Minatitlán,
31,009,0003,006-9,San Antonio Xiat,31,072,Suma,
31,014,0040,003-5,X-Akabchén,31,017,Chankom,
31,017,0014,007-5,X-Bohom,31,043,Kaua,
31,017,0083,008-A,Muchucuxcáh,31,081,Tekom,
31,030,0076,009-6,Yaxché,31,091,Tinum,
31,048,0010,018-A,Kanachén,31,045,Kopomá,
31,048,0018,018-A,Santa Cruz,31,055,Opichén,
31,067,0046,004-3,Holactún,31,074,Tahmek,
31,076,0011,007-6,Sotuta de Peón,31,050,Mérida,
31,081,0011,005-7,X-Cocmil,31,022,Chikindzonot,
31,092,0004,010-1,Ekpedz,31,022,Chikindzonot,
31,094,0005,005-5,Chicán,31,075,Teabo,
31,098,0039,017-7,Xcobiakal (Xcobilakal),31,058,Peto,
31,101,0013,015-5,San Antonio Mulix,31,023,Chocholá,
31,102,0149,017-1,X-Cohuó,31,019,Chemax,
31,102,0631,022-2,Bolmay,31,019,Chemax,
31,102,0655,018-6,Santa Eleuteria,31,014,Cuncunul,
